Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern244,Parallel Split,The divergence of a branch into two or more parallel branches each of which execute concurrently.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern245,Synchronization,The convergence of two or more branches into a single subsequent branch such that the thread of control is passed to the subsequent branch when all input branches have been enabled.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern246,Exclusive Choice,"The divergence of a branch into two or more branches such that when the incoming branch is enabled, the thread of control is immediately passed to precisely one of the outgoing branches based on a mechanism that can select one of the outgoing branches.",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern247,Simple Merge,The convergence of two or more branches into a single subsequent branch such that each enablement of an incoming branch results in the thread of control being passed to the subsequent branch.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern248,Multi-Choice,"The divergence of a branch into two or more branches such that when the incoming branch is enabled, the thread of control is immediately passed to one or more of the outgoing branches based on a mechanism that selects one or more outgoing branches.",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern249,Structured Synchronizing Merge,"The convergence of two or more branches (which diverged earlier in the process at a uniquely identifiable point) into a single subsequent branch such that the thread of control is passed to the subsequent branch when each active incoming branch has been enabled. The Structured Synchronizing Merge occurs in a structured context, i.e. there must be a single Multi-Choice construct earlier in the process model with which the Structured Synchronizing Merge is associated and it must merge all of the branches emanating from the Multi-Choice. These branches must either flow from the Structured Synchronizing Merge without any splits or joins or they must be structured in form (i.e. balanced splits and joins).",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern250,Multi-Merge,The convergence of two or more branches into a single subsequent branch such that each enablement of an incoming branch results in the thread of control being passed to the subsequent branch.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern251,Structured Discriminator,"The convergence of two or more branches into a single subsequent branch following a corresponding divergence earlier in the process model such that the thread of control is passed to the subsequent branch when the first incoming branch has been enabled. Subsequent enablements of incoming branches do not result in the thread of control being passed on. The Structured Discriminator construct resets when all incoming branches have been enabled. The Structured Discriminator occurs in a structured context, i.e. there must be a single Parallel Split construct earlier in the process model with which the Structured Discriminator is associated and it must merge all of the branches emanating from the Structured Discriminator. These branches must either flow from the Parallel Split to the Structured Discriminator without any splits or joins or they must be structured in form (i.e. balanced splits and joins).",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern252,Blocking Discriminator,The convergence of two or more branches into a single subsequent branch following one or more corresponding divergences earlier in the process model. The thread of control is passed to the subsequent branch when the first active incoming branch has been enabled. The Blocking Discriminator construct resets when all active incoming branches have been enabled once for the same process instance. Subsequent enablements of incoming branches are blocked until the Blocking Discriminator has reset.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern253,Cancelling Discriminator,The convergence of two or more branches into a single subsequent branch following one or more corresponding divergences earlier in the process model. The thread of control is passed to the subsequent branch when the first active incoming branch has been enabled. Triggering the Cancelling Discriminator also cancels the execution of all of the other incoming branches and resets the construct.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern254,Structured Partial Join,"The convergence of two or more branches (say m) into a single subsequent branch following a corresponding divergence earlier in the process model such that the thread of control is passed to the subsequent branch when n of the incoming branches have been enabled where n is less than m. Subsequent enablements of incoming branches do not result in the thread of control being passed on. The join construct resets when all active incoming branches have been enabled. The join occurs in a structured context, i.e. there must be a single Parallel Split construct earlier in the process model with which the join is associated and it must merge all of the branches emanating from the Parallel Split. These branches must either flow from the Parallel Split to the join without any splits or joins or be structured in form (i.e. balanced splits and joins).",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern255,Blocking Partial Join,The convergence of two or more branches (say m) into a single subsequent branch following one or more corresponding divergences earlier in the process model. The thread of control is passed to the subsequent branch when n of the incoming branches has been enabled (where 2 = n < m). The join construct resets when all active incoming branches have been enabled once for the same process instance. Subsequent enablements of incoming branches are blocked until the join has reset.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern256,Cancelling Partial Join,The convergence of two or more branches (say m) into a single subsequent branch following one or more corresponding divergences earlier in the process model. The thread of control is passed to the subsequent branch when n of the incoming branches have been enabled where n is less than m. Triggering the join also cancels the execution of all of the other incoming branches and resets the construct.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern257,Add-on,Offer a basic product at a competitive price and charge for several extras,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
